idx,query,property_name,property_type,value,min,max,unit,shape
917,avoid static build up 175dtul nylon 6-12 gel-electrospinning,temperature of deflection under load,property,175.0,157.5,192.5,,banded (value +/- band)
920,η of 3162.12 or 54 sh a,"intrinsic viscosity iso 307, 1628",property,3162.12,2845.91,3478.33,,banded (value +/- band)
920,η of 3162.12 or 54 sh a,shore a hardness iso 48-4 / iso 868 15s,property,54.0,48.6,59.4,,banded (value +/- band)
924,i want a graphite fiber filled vectra grade that has a clte (parallel) of 9e-6 cm/cm/degc for a part in a beer machine,coefficient of linear thermal expansion (clte) iso 11359-1/-2 parallel (e-6/k),property,9.0,8.1,9.9,e-6 cm/cm/degc,banded (value +/- band)
934,"elecdiss, lcp, with oxygenindex=8.85e+07",oxygen index iso 4589-1/-2 (%),property,8.85e+07,7.97e+07,9.74e+07,,banded (value +/- band)
936,arc resistant = plc 4 specification for zenite 350 lds,arc resistance,ul_property,plc 4,,,,exact value only
941,unnotched izod of approximately 276 kj/m² and high lead-free solderability highest mechanical performance or bulk density iso 60 (kg/m³) with fiberglass min 58,izod impact strength,property,276.0,248.4,303.6,kj/m²,banded (value +/- band)
941,unnotched izod of approximately 276 kj/m² and high lead-free solderability highest mechanical performance or bulk density iso 60 (kg/m³) with fiberglass min 58,tensile modulus,property,highest,,,,exact value only
941,unnotched izod of approximately 276 kj/m² and high lead-free solderability highest mechanical performance or bulk density iso 60 (kg/m³) with fiberglass min 58,bulk density iso 60 (kg/m³),property,highest,,,,exact value only
942,hytrel shore d 55; mvr36,shore d hardness iso 48-4 / iso 868 15s,property,55.0,49.5,60.5,,banded (value +/- band)
942,hytrel shore d 55; mvr36,melt volume-flow rate iso 1133 (cm³/10min),property,36.0,32.4,39.6,,banded (value +/- band)
944,melt < 300,melt,property,300.0,,300.0,,open upper (<= max)
952,comparative tracking index rating =1.07e+08v and ti str =761.0 grade,comparative tracking index (cti),ul_property,1.07e+08,9.63e+07,1.18e+08,v,banded (value +/- band)
952,comparative tracking index rating =1.07e+08v and ti str =761.0 grade,tensile impact strength,ul_property,761.0,684.9,837.1,,banded (value +/- band)
959,perpendicular tensile stress at 100% elongation greater than 4.45mpa cope to buy in montreal,tensile stress at 100% elongation iso 37 perpendicular (mpa),property,4.45,4.45,,mpa,open lower (>= min)
976,grade for drug delivery systems with inclined plane between 1.69-2.64 kv,inclined-plane tracking,ul_property,1.69,1.69,2.64,kv,banded (value +/- band)
988,maximid 672 °c glow-wire flammability @ 0.9mm,glow wire flammability index,ul_sub_property,672.0,604.8,739.2,°c,banded (value +/- band)
988,maximid 672 °c glow-wire flammability @ 0.9mm,minimum thickness (mm),ul_property,0.9,,,mm,exact value only
993,pom density below 1300 kg/m3,density iso 1183 (kg/m³),property,1300.0,,1300.0,kg/m3,open upper (<= max)
998,need pps grade with unnotched charpy >50,charpy impact strength,property,50.0,45.0,55.0,,banded (value +/- band)
1001,15% gf filled; flexural strength 158mpa; lds,flexural strength,property,158.0,142.2,173.8,mpa,banded (value +/- band)
1015,flame retarding agent 22.31kv/mm ac pa 610 extrusion - hose,electric strength iec 60243-1 (kv/mm),property,22.31,20.08,24.54,kv/mm,banded (value +/- band)
1016,nylon 6 with fiber areal weight < 238 g/m² break stress at 5mm/min (200.75) within a range of 30%,fiber areal weight - (g/m²),property,238.0,,238.0,g/m²,open upper (<= max)
1016,nylon 6 with fiber areal weight < 238 g/m² break stress at 5mm/min (200.75) within a range of 30%,tensile stress at break iso 527-1/-2 5mm/min (mpa),property,200.75,140.52,260.98,,banded (value +/- band)
1032,"pip grade with mfi=1.25, and ul listed=5-vb",melt mass-flow rate iso 1133 (g/10min),property,1.25,1.12,1.38,,banded (value +/- band)
1032,"pip grade with mfi=1.25, and ul listed=5-vb",flame rating,ul_sub_property,5vb,,,,exact value only
1032,"pip grade with mfi=1.25, and ul listed=5-vb",minimum thickness (mm),ul_property,0.4,,,mm,exact value only
1035,impa of 100 kj/m²,impact strength,property,100.0,90.0,110.0,kj/m²,banded (value +/- band)
1036,polymer lcp with low df grades,dissipation factor,property,low,,,,exact value only
1045,products with a=46,shore a hardness iso 48-4 / iso 868 15s,property,46.0,41.4,50.6,,banded (value +/- band)
1054,cn soft (64),shore a hardness iso 48-4 / iso 868 15s,property,64.0,57.6,70.4,,banded (value +/- band)
1058,grades that have glow wire temperature at 2.2 766°c,glow wire ignition temperature,ul_sub_property,766.0,689.4,842.6,°c,banded (value +/- band)
1058,grades that have glow wire temperature at 2.2 766°c,minimum thickness (mm),ul_property,2.2,,,mm,exact value only
1059,"pa 66,6t with ar plc 1",arc resistance,ul_property,plc 1,,,,exact value only
1066,un-filled relative thermal index mechanical from 163-210,relative thermal index - mechanical strength (rti str) (°c),ul_sub_property,163.0,163.0,210.0,,banded (value +/- band)
1066,un-filled relative thermal index mechanical from 163-210,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
1070,pp with dtul ( 1.80 mpa ) unannealed and flammability classification of 5va with thickness of 0.8 mm for latch for tailgate,temperature of deflection under load iso 75-1/-2 1.8 mpa (°c),property,0.8,0.72,0.88,mm,banded (value +/- band)
1070,pp with dtul ( 1.80 mpa ) unannealed and flammability classification of 5va with thickness of 0.8 mm for latch for tailgate,minimum thickness (mm),ul_property,0.8,,,mm,exact value only
1070,pp with dtul ( 1.80 mpa ) unannealed and flammability classification of 5va with thickness of 0.8 mm for latch for tailgate,flammability classification,ul_sub_property,5va,,,,exact value only
1075,for bmw gen6 ix models. dielectric strength > 20 kv/mm important !,dielectric strength,ul_property,20.0,20.0,,kv/mm,open lower (>= min)
1081,tp grades with tensile modulus 3000+/-300mpa,tensile modulus,property,3000.0,2700.0,3300.0,mpa,banded (value +/- band)
1085,mfi of 20 ml/10 min,melt mass-flow rate iso 1133 (g/10min),property,20.0,18.0,22.0,ml/10 min,banded (value +/- band)
1086,grades that have apparent (bulk) density between 198 and 327 kg/m³,bulk density iso 60 (kg/m³),property,198.0,198.0,327.0,kg/m³,banded (value +/- band)
1097,gf reinforced pps for tm in nev,melting temperature iso 11357-1/-3 10°c/min (°c),property,,,,,categorical / no number
1101,suggest some grades with polymer lcp and low df,dissipation factor,property,low,,,,exact value only
1111,paste with relative thermal index strength 2mm of 73°c,relative thermal index - mechanical strength (rti str) (°c),ul_sub_property,73.0,65.7,80.3,°c,banded (value +/- band)
1111,paste with relative thermal index strength 2mm of 73°c,minimum thickness (mm),ul_property,2.0,,,mm,exact value only
1128,5vb flame rating,flame rating,ul_sub_property,,,,,categorical / no number
1128,5vb flame rating,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
1129,relative thermal index electrical of 130 °c of +/-30% range specification for fr70g25gwnh wt409,relative thermal index - electrical (rti elec) (°c),ul_sub_property,130.0,91.0,169.0,°c,banded (value +/- band)
1129,relative thermal index electrical of 130 °c of +/-30% range specification for fr70g25gwnh wt409,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
1130,materials that have v-1,flame rating,ul_sub_property,v-1,,,,exact value only
1130,materials that have v-1,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
1138,sh a (48) polyphenylene sulphide,shore a hardness iso 48-4 / iso 868 15s,property,48.0,43.2,52.8,,banded (value +/- band)
1144,find a material that is melting temperature <233°c,melting temperature iso 11357-1/-3 10°c/min (°c),property,233.0,,233.0,°c,open upper (<= max)
1146,products with unnotched izod impact of 194kj/m²,izod impact strength,property,194.0,174.6,213.4,kj/m²,banded (value +/- band)
1147,polyamide 6-6 rtii 111°c at 0.8mm,relative thermal index - mechanical impact (rti imp) (°c),ul_sub_property,111.0,99.9,122.1,°c,banded (value +/- band)
1147,polyamide 6-6 rtii 111°c at 0.8mm,minimum thickness (mm),ul_property,0.8,,,mm,exact value only
1175,pa 610 extrusion blow mouldable grade that is relative thermal index - mechanical strength (rti str) 187 1.3mm thick.,relative thermal index - mechanical strength (rti str) (°c),ul_sub_property,187.0,168.3,205.7,,banded (value +/- band)
1175,pa 610 extrusion blow mouldable grade that is relative thermal index - mechanical strength (rti str) 187 1.3mm thick.,minimum thickness (mm),ul_property,1.3,,,mm,exact value only
1187,"need material with water absorp. 1% , hdt ( 1.8mpa ) 230 c, v0",water absorption sim. to iso 62 2mm (%),property,1.0,0.9,1.1,%,banded (value +/- band)
1187,"need material with water absorp. 1% , hdt ( 1.8mpa ) 230 c, v0",temperature of deflection under load iso 75-1/-2 1.8 mpa (°c),property,230.0,207.0,253.0,c,banded (value +/- band)
1187,"need material with water absorp. 1% , hdt ( 1.8mpa ) 230 c, v0",flame rating,ul_sub_property,v-0,,,,exact value only
1187,"need material with water absorp. 1% , hdt ( 1.8mpa ) 230 c, v0",minimum thickness (mm),ul_property,0.4,,,mm,exact value only
1189,impact (nc),charpy notched impact strength,property,,,,,categorical / no number
1192,grade with heat resistant up to 150 degrees,continuous service temperature iec 60216-1 (°c),property,150.0,,150.0,,open upper (<= max)
1193,glow-wire flammability of 871 fda compliant,glow wire flammability index,ul_sub_property,871.0,783.9,958.1,,banded (value +/- band)
1193,glow-wire flammability of 871 fda compliant,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
1194,grades that have flamerate = 5-va,flame rating,ul_sub_property,5va,,,,exact value only
1194,grades that have flamerate = 5-va,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
1199,98 = viscosity,viscosity,property,98.0,88.2,107.80000000000001,,banded (value +/- band)
1205,materials that have tape width max 345mm,tape width iso 16012 (mm),property,345.0,,345.0,mm,open upper (<= max)
1206,can you please find all grades of celanese that the tensil modulus is around 3000 megapascal?,tensile modulus,property,3000.0,2700.0,3300.0,megapascal,banded (value +/- band)
1208,"nylon, melting temperature >=300c, nylon, melting point, >=300c, polyamide, melting point >=300c",melting temperature iso 11357-1/-3 10°c/min (°c),property,300.0,300.0,,c,open lower (>= min)
1215,find a material that is yield strain between 9.51 and 22.46%,tensile strain at yield iso 527-1/-2 50mm/min (%),property,9.51,9.51,22.46,%,banded (value +/- band)
1229,"copolymer with standard tensile stress at 100% deformation, perpendicular and flexural strength tape",tensile stress at 100% elongation iso 37 perpendicular (mpa),property,standard,,,,exact value only
1229,"copolymer with standard tensile stress at 100% deformation, perpendicular and flexural strength tape",flexural strength astm d 790 tape 0° (mpa),property,standard,,,,exact value only
1243,(no-break) izod unnotch impact,izod impact strength,property,nb,,,,exact value only
1246,"strong charpy impact strength notched and effective thermal diffusivity and viscosity number >2035 cm³/g high low viscosity with aramide reinforced, 54","viscosity number iso 307, 1628 (cm³/g)",property,2035.0,2035.0,,cm³/g,open lower (>= min)
1246,"strong charpy impact strength notched and effective thermal diffusivity and viscosity number >2035 cm³/g high low viscosity with aramide reinforced, 54",charpy notched impact strength,property,strong,,,,exact value only
1246,"strong charpy impact strength notched and effective thermal diffusivity and viscosity number >2035 cm³/g high low viscosity with aramide reinforced, 54",effective thermal diffusivity,property,strong,,,,exact value only
1253,95 °c relativethermalindex-mechanicalstrength(rtistr)(°c) @ 0.1mm specification for hytrel 6358,relative thermal index - mechanical strength (rti str) (°c),ul_sub_property,95.0,85.5,104.5,°c,banded (value +/- band)
1253,95 °c relativethermalindex-mechanicalstrength(rtistr)(°c) @ 0.1mm specification for hytrel 6358,minimum thickness (mm),ul_property,0.1,,,mm,exact value only
1255,materials that have inc-plane track from 1.82 to 2.85,inclined-plane tracking,ul_property,1.82,1.82,2.85,,banded (value +/- band)
1263,trying to source a sebs with a 5va flame rating at 0.145 to 0.154 mm for cap for light emitting diode (led),flame rating,ul_sub_property,5va,,,,exact value only
1263,trying to source a sebs with a 5va flame rating at 0.145 to 0.154 mm for cap for light emitting diode (led),minimum thickness (mm),ul_property,0.145,0.145,0.154,mm,banded (value +/- band)
1273,what materials are in the 3000 mpa tensile modulus range?,tensile modulus,property,3000.0,2700.0,3300.0,mpa,banded (value +/- band)
1275,"rockwell, r 98 and high low formaldehyde excellent hdt 8.0mpa with sf and whisker","hardness, rockwell iso 2039-2 r-scale",property,98.0,88.2,107.8,,banded (value +/- band)
1275,"rockwell, r 98 and high low formaldehyde excellent hdt 8.0mpa with sf and whisker",temperature of deflection under load iso 75-1/-2 8 mpa (°c),property,excellent,,,,exact value only
1277,glow-wireignitiontemperature 693°c at 0.1mm,glow wire ignition temperature,ul_sub_property,693.0,623.7,762.3,°c,banded (value +/- band)
1277,glow-wireignitiontemperature 693°c at 0.1mm,minimum thickness (mm),ul_property,0.1,,,mm,exact value only
1304,"silicone, pa 10,10, with tensilestressatyield=143mpa",tensile stress at yield iso 527-1/-2 50mm/min (mpa),property,143.0,128.7,157.3,mpa,banded (value +/- band)
1312,can you recommend a dielectric str of 8kv/mm in the range of 5.68 - 11.42 poly(vinylidene fluoride) tarnoform grade,dielectric strength,ul_property,8.0,5.68,11.42,kv/mm,banded (value +/- band)
1316,robotic extrusion viscosity number (0.5% in 96 % h2so4) in the range of 1396 - 2940,"viscosity number iso 307, 1628 (cm³/g)",property,1396.0,1396.0,2940.0,,banded (value +/- band)
1318,arc resis > 100s,arc resistance,ul_property,100.0,100.0,,s,open lower (>= min)
