idx,query,n_chars,n_words,n_entities_populated,entities_populated,GRADE,APPLICATION,BRAND,POLYMER,PROPERTY,FILLER,FEATURE,PROCESSING,DELIVERY_FORM,COMPETITOR_GRADE,AUTO_CERT,RAILWAY_CERT,WATER_CERT,NSF_CERT,INDUSTRY,REGION,prop_count,filler_names,filler_total_load,prop1_name,prop1_type,prop1_value,prop1_min,prop1_max,prop1_unit
141,zyt 70g35ef bk538 with excellent anti-heat,42,6,2,"GRADE,FEATURE",zyt 70g35ef bk538,,,,,,heat stabilized or stable to heat,,,,,,,,,,0,,,,,,,,
142,aircraft,8,1,2,"APPLICATION,INDUSTRY",,aircraft,,,,,,,,,,,,,automotive & transportation,,0,,,,,,,,
143,alternative for domamidfr66v0m,30,3,1,COMPETITOR_GRADE,,,,,,,,,,domamidfr66v0m,,,,,,,0,,,,,,,,
144,pf 30 ca/40 naturale fc,23,5,1,GRADE,pf 30 ca/40 naturale fc,,,,,,,,,,,,,,,,0,,,,,,,,
145,indure x76-uv 4wfa,18,3,1,COMPETITOR_GRADE,,,,,,,,,,indure x76-uv 4wfa,,,,,,,0,,,,,,,,
146,onforce lft ny-30lgf/000 hs natural,35,5,1,COMPETITOR_GRADE,,,,,,,,,,onforce lft ny-30lgf/000 hs natural,,,,,,,0,,,,,,,,
147,hostaform c 9021 xap2 ls,24,5,1,GRADE,hostaform c 9021 xap2 ls,,,,,,,,,,,,,,,,0,,,,,,,,
148,titalon 4100gf offset,21,3,1,COMPETITOR_GRADE,,,,,,,,,,titalon 4100gf,,,,,,,0,,,,,,,,
149,"cslftpp-gf20-0501black, smah",28,2,2,"GRADE,POLYMER",cslftpp-gf20-0501black,,,smah,,,,,,,,,,,,,0,,,,,,,,
150,comalloy e-16558,16,2,1,COMPETITOR_GRADE,,,,,,,,,,comalloy e-16558,,,,,,,0,,,,,,,,
151,"consumer filtration, multi injection moulding",45,5,3,"APPLICATION,PROCESSING,INDUSTRY",,consumer filtration,,,,,,multi injection molding,,,,,,,consumer goods,,0,,,,,,,,
152,unnotched charpy impact (nb),28,4,1,PROPERTY,,,,,"[{""property_name"": ""charpy impact strength"", ""modifier"": {""value"": ""nb"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,charpy impact strength,property,nb,,,
153,tp,2,1,1,DELIVERY_FORM,,,,,,,,,tape,,,,,,,,0,,,,,,,,
154,novaduran 5010gn6-15t,21,2,1,COMPETITOR_GRADE,,,,,,,,,,novaduran 5010gn6-15t,,,,,,,0,,,,,,,,
155,"hf, keploy, semi aromatic pa",28,5,2,"BRAND,POLYMER",,,hostaform | keploy,ppa,,,,,,,,,,,,,0,,,,,,,,
156,cp pryme nylon 6 n100hsl,24,5,1,COMPETITOR_GRADE,,,,,,,,,,cp pryme nylon 6 n100hsl,,,,,,,0,,,,,,,,
157,akromid a3 gf 50 1 blue (3778),30,7,1,COMPETITOR_GRADE,,,,,,,,,,akromid a3 gf 50 1 blue (3778),,,,,,,0,,,,,,,,
158,fire retardant nylon,20,3,2,"POLYMER,FEATURE",,,,pa*,,,flame retardant,,,,,,,,,,0,,,,,,,,
159,combined fill max 72 carbon fiber va available in eu,52,10,3,"BRAND,FILLER,REGION",,,vandar,,,"[{""filler_name"": [""carbon fiber""]}, {""total_load"": {""value"": ""72"", ""min"": null, ""max"": ""72""}}]",,,,,,,,,,europe middle east africa,0,carbon fiber,72,,,,,,
160,looking for lft pp-gf30-0455 p10/10,35,5,1,GRADE,lft pp-gf30-0455 p10/10,,,,,,,,,,,,,,,,0,,,,,,,,
161,need a regulatory statement for ldpe with flame rating ul 94 at 3.0 mm for bracket for light,92,18,3,"APPLICATION,POLYMER,PROPERTY",,bracket for light,,pe-ld,"[{""property_name"": ""flame rating"", ""modifier"": {""value"": null, ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""ul_sub_property""}, {""property_name"": ""minimum thickness (mm)"", ""modifier"": {""value"": ""3.0"", ""min"": null, ""max"": null, ""unit"": ""mm""}, ""property_type"": ""ul_property""}]",,,,,,,,,,,,2,,,flame rating,ul_sub_property,,,,
162,hair dryer tp micropowder,25,4,3,"APPLICATION,DELIVERY_FORM,INDUSTRY",,hair dryer,,,,,,,tape | micropowder,,,,,,consumer goods,,0,,,,,,,,
163,ateva 1075a grade,17,3,1,GRADE,ateva 1075a,,,,,,,,,,,,,,,,0,,,,,,,,
164,alternative for siveras lx70t45,31,4,1,COMPETITOR_GRADE,,,,,,,,,,siveras lx70t45,,,,,,,0,,,,,,,,
165,gs93016pa66gf50 zf7832050153,28,2,1,AUTO_CERT,,,,,,,,,,,"[{""oem"": ""bmw"", ""certs"": [""gs93016pa66gf50""]}, {""oem"": ""zf group"", ""certs"": [""zf7832050153""]}]",,,,,,0,,,,,,,,
166,valox 4032,10,2,1,COMPETITOR_GRADE,,,,,,,,,,valox 4032,,,,,,,0,,,,,,,,
167,find a material that is 62.1 mi,31,7,1,PROPERTY,,,,,"[{""property_name"": ""melt mass-flow rate iso 1133 (g/10min)"", ""modifier"": {""value"": ""62.1"", ""min"": ""55.89"", ""max"": ""68.31"", ""unit"": """"}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,melt mass-flow rate iso 1133 (g/10min),property,62.1,55.89,68.31,
168,vestodurx4621 offset,20,2,1,COMPETITOR_GRADE,,,,,,,,,,vestodurx4621,,,,,,,0,,,,,,,,
169,ul yellow card for 101-87,25,5,2,"GRADE,PROPERTY",101-87,,,,"[{""property_name"": ""minimum thickness (mm)"", ""modifier"": {""value"": null, ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""ul_property""}, {""property_name"": ""flame rating"", ""modifier"": {""value"": null, ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""ul_sub_property""}]",,,,,,,,,,,,2,,,minimum thickness (mm),ul_property,,,,
170,micro powder,12,2,1,DELIVERY_FORM,,,,,,,,,micropowder,,,,,,,,0,,,,,,,,
171,whats the most standard hostaform product?,42,6,1,BRAND,,,hostaform,,,,,,,,,,,,,,0,,,,,,,,
172,akromid a28 gf 30 9 en black (5965),35,8,1,COMPETITOR_GRADE,,,,,,,,,,akromid a28 gf 30 9 en black (5965),,,,,,,0,,,,,,,,
173,tribological pom mfi 9,22,4,3,"POLYMER,PROPERTY,FEATURE",,,,pom,"[{""property_name"": ""melt mass-flow rate iso 1133 (g/10min)"", ""modifier"": {""value"": ""9.0"", ""min"": ""8.1"", ""max"": ""9.9"", ""unit"": """"}, ""property_type"": ""property""}]",,low wear / low friction,,,,,,,,,,1,,,melt mass-flow rate iso 1133 (g/10min),property,9.0,8.1,9.9,
174,alternative for aurodur 43 gf20 black,37,6,1,COMPETITOR_GRADE,,,,,,,,,,aurodur 43 gf20 black,,,,,,,0,,,,,,,,
175,domamid fr 66g35v0p1a,21,3,1,COMPETITOR_GRADE,,,,,,,,,,domamid fr 66g35v0p1a,,,,,,,0,,,,,,,,
176,polyethylene lp 554w-01,23,3,1,COMPETITOR_GRADE,,,,,,,,,,polyethylene lp 554w-01,,,,,,,0,,,,,,,,
177,alternative to luvocom 80/tf/18/si/2/bk,39,4,1,COMPETITOR_GRADE,,,,,,,,,,luvocom 80/tf/18/si/2/bk,,,,,,,0,,,,,,,,
178,hydrolysis non-halogenated,26,2,1,FEATURE,,,,,,,hydrolysis resistant | non-halogenated/red phosphorous free flame retardant,,,,,,,,,,0,,,,,,,,
179,zyt 74g33w bk196 material,25,4,1,GRADE,zyt 74g33w bk196,,,,,,,,,,,,,,,,0,,,,,,,,
180,"tensile modulus 3700 mpa, low warpage, paint can nozzle",55,9,4,"APPLICATION,PROPERTY,FEATURE,INDUSTRY",,paint can nozzle,,,"[{""property_name"": ""tensile modulus"", ""modifier"": {""value"": ""3700.0"", ""min"": ""3330.0"", ""max"": ""4070.0"", ""unit"": ""mpa""}, ""property_type"": ""property""}]",,low warpage,,,,,,,,consumer goods,,1,,,tensile modulus,property,3700.0,3330.0,4070.0,mpa
181,fiber,5,1,1,FILLER,,,,,,"[{""filler_name"": [""glass fiber""]}, {""total_load"": {""value"": null, ""min"": null, ""max"": null}}]",,,,,,,,,,,0,glass fiber,,,,,,,
182,altech pa6 a 2050/560 gf50,26,5,1,COMPETITOR_GRADE,,,,,,,,,,altech pa6 a 2050/560 gf50,,,,,,,0,,,,,,,,
183,auto specs nsf approvals,24,4,2,"AUTO_CERT,NSF_CERT",,,,,,,,,,,"[{""oem"": ""all"", ""certs"": [""all""]}]",,,all,,,0,,,,,,,,
184,starflam bfr460b,16,2,1,COMPETITOR_GRADE,,,,,,,,,,starflam bfr460b,,,,,,,0,,,,,,,,
185,wras,4,1,1,WATER_CERT,,,,,,,,,,,,,"[{""standard"": ""wras"", ""temp"": [""all""]}]",,,,0,,,,,,,,
186,alternative for plustek pb340s6,31,4,1,COMPETITOR_GRADE,,,,,,,,,,plustek pb340s6,,,,,,,0,,,,,,,,
187,heat tolerant fp importable to melbourne,40,6,3,"BRAND,FEATURE,REGION",,,forprene,,,,heat stabilized or stable to heat,,,,,,,,,asia pacific,0,,,,,,,,
188,celanex 2004-2t,15,2,1,GRADE,celanex 2004-2t,,,,,,,,,,,,,,,,0,,,,,,,,
189,a unfilled material for use in a suspension,43,8,3,"APPLICATION,FILLER,INDUSTRY",,suspension,,,,"[{""filler_name"": [""unfilled""]}, {""total_load"": {""value"": null, ""min"": null, ""max"": null}}]",,,,,,,,,automotive & transportation,,0,unfilled,,,,,,,
190,alternative to kebaflex / u a 90 st b01,39,9,1,COMPETITOR_GRADE,,,,,,,,,,kebaflex / u a 90 st b01,,,,,,,0,,,,,,,,
191,alcom pa6 900/1 gf5 gb25,24,5,1,COMPETITOR_GRADE,,,,,,,,,,alcom pa6 900/1 gf5 gb25,,,,,,,0,,,,,,,,
192,ecomid arx n bk 9011/c,22,5,1,GRADE,ecomid arx n bk 9011/c,,,,,,,,,,,,,,,,0,,,,,,,,
193,adhesion to pc/abs,18,3,0,,,,,,,,,,,,,,,,,,0,,,,,,,,
194,rtp 1503-55d hs,15,3,1,COMPETITOR_GRADE,,,,,,,,,,rtp 1503-55d hs,,,,,,,0,,,,,,,,
195,rtp 202 c fr,12,4,1,COMPETITOR_GRADE,,,,,,,,,,rtp 202 c fr,,,,,,,0,,,,,,,,
196,litepol relative thermal index - mechanical impact (rti imp) (°c) of max 310°c,78,13,2,"BRAND,PROPERTY",,,litepol,,"[{""property_name"": ""relative thermal index - mechanical impact (rti imp) (°c)"", ""modifier"": {""value"": ""310.0"", ""min"": null, ""max"": ""310.0"", ""unit"": ""°c""}, ""property_type"": ""ul_sub_property""}, {""property_name"": ""minimum thickness (mm)"", ""modifier"": {""value"": ""0.4"", ""min"": null, ""max"": null, ""unit"": ""mm""}, ""property_type"": ""ul_property""}]",,,,,,,,,,,,2,,,relative thermal index - mechanical impact (rti imp) (°c),ul_sub_property,310.0,,310.0,°c
197,offset to akulon ultraflow k-fkg6,33,5,1,COMPETITOR_GRADE,,,,,,,,,,akulon ultraflow k-fkg6,,,,,,,0,,,,,,,,
198,total filler load <65 laf reep resistance nylon,47,8,3,"POLYMER,FILLER,FEATURE",,,,pa*,,"[{""filler_name"": [""long aramid fiber""]}, {""total_load"": {""value"": ""65"", ""min"": null, ""max"": ""65""}}]",improved creep,,,,,,,,,,0,long aramid fiber,65,,,,,,
199,uv94 v0,7,2,1,PROPERTY,,,,,"[{""property_name"": ""minimum thickness (mm)"", ""modifier"": {""value"": ""0.4"", ""min"": null, ""max"": null, ""unit"": ""mm""}, ""property_type"": ""ul_property""}, {""property_name"": ""flame rating"", ""modifier"": {""value"": ""v-0"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""ul_sub_property""}]",,,,,,,,,,,,2,,,minimum thickness (mm),ul_property,0.4,,,mm
200,akulon k224-lgm35 offset,24,3,1,COMPETITOR_GRADE,,,,,,,,,,akulon k224-lgm35,,,,,,,0,,,,,,,,
201,"lcp, melt temperature - 335°c, microwave oven",45,7,4,"APPLICATION,POLYMER,PROPERTY,INDUSTRY",,microwave oven,,lcp,"[{""property_name"": ""melting temperature iso 11357-1/-3 10°c/min (°c)"", ""modifier"": {""value"": ""335.0"", ""min"": ""301.5"", ""max"": ""368.5"", ""unit"": ""°c""}, ""property_type"": ""property""}]",,,,,,,,,,consumer goods,,1,,,melting temperature iso 11357-1/-3 10°c/min (°c),property,335.0,301.5,368.5,°c
202,sumikasuper sz e6807lhf,23,3,1,COMPETITOR_GRADE,,,,,,,,,,sumikasuper sz e6807lhf,,,,,,,0,,,,,,,,
203,pps for consumer electronics,28,4,3,"APPLICATION,POLYMER,INDUSTRY",,consumer electronics,,pps,,,,,,,,,,,consumer goods,,0,,,,,,,,
204,eco a gf33 bk 9005/1a,21,5,1,GRADE,eco a gf33 bk 9005/1a,,,,,,,,,,,,,,,,0,,,,,,,,
205,pa66 with 25% glass fiber,25,5,2,"POLYMER,FILLER",,,,pa66,,"[{""filler_name"": [""glass fiber""]}, {""total_load"": {""value"": ""25"", ""min"": ""20"", ""max"": ""30""}}]",,,,,,,,,,,0,glass fiber,25,,,,,,
206,our company is in need of a material with tensile modulus of 3000 megapascal.,77,14,1,PROPERTY,,,,,"[{""property_name"": ""tensile modulus"", ""modifier"": {""value"": ""3000.0"", ""min"": ""2700.0"", ""max"": ""3300.0"", ""unit"": ""megapascal""}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,tensile modulus,property,3000.0,2700.0,3300.0,megapascal
207,durethan akv35lth3.0 904040,27,3,1,COMPETITOR_GRADE,,,,,,,,,,durethan akv35lth3.0 904040,,,,,,,0,,,,,,,,
208,alternative to wellamid 6000 gvs 10/20 hwcp,43,7,1,COMPETITOR_GRADE,,,,,,,,,,wellamid 6000 gvs 10/20 hwcp,,,,,,,0,,,,,,,,
209,novamid 2934a,13,2,1,COMPETITOR_GRADE,,,,,,,,,,novamid 2934a,,,,,,,0,,,,,,,,
210,offset for technyl a 20 v35,27,6,1,COMPETITOR_GRADE,,,,,,,,,,technyl a 20 v35,,,,,,,0,,,,,,,,
211,need a grade with a hwi = plc-0,31,8,1,PROPERTY,,,,,"[{""property_name"": ""hot wire ignition (hwi)"", ""modifier"": {""value"": ""plc 0"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""ul_sub_property""}, {""property_name"": ""minimum thickness (mm)"", ""modifier"": {""value"": ""0.4"", ""min"": null, ""max"": null, ""unit"": ""mm""}, ""property_type"": ""ul_property""}]",,,,,,,,,,,,2,,,hot wire ignition (hwi),ul_sub_property,plc 0,,,
212,alogen free flame retardant material,36,5,1,FEATURE,,,,,,,non-halogenated/red phosphorous free flame retardant,,,,,,,,,,0,,,,,,,,
213,rtp 803 cc tfe 15,17,5,1,COMPETITOR_GRADE,,,,,,,,,,rtp 803 cc tfe 15,,,,,,,0,,,,,,,,
214,stress-strain tc,16,2,1,BRAND,,,tecnoprene,,,,,,,,,,,,,,0,,,,,,,,
215,material that is flame rating v0 in orange and with cti 600 and with good thermal shock resistance,98,18,2,"PROPERTY,FEATURE",,,,,"[{""property_name"": ""comparative tracking index (cti)"", ""modifier"": {""value"": ""600.0"", ""min"": ""540.0"", ""max"": ""660.0"", ""unit"": """"}, ""property_type"": ""ul_property""}, {""property_name"": ""flame rating"", ""modifier"": {""value"": ""v-0"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""ul_sub_property""}, {""property_name"": ""minimum thickness (mm)"", ""modifier"": {""value"": ""0.4"", ""min"": null, ""max"": null, ""unit"": ""mm""}, ""property_type"": ""ul_property""}]",,thermal shock resistant,,,,,,,,,,3,,,comparative tracking index (cti),ul_property,600.0,540.0,660.0,
216,30% glass filled pa66 zytel,27,5,3,"BRAND,POLYMER,FILLER",,,zytel,pa66,,"[{""filler_name"": [""glass fiber""]}, {""total_load"": {""value"": ""30"", ""min"": ""25"", ""max"": ""35""}}]",,,,,,,,,,,0,glass fiber,30,,,,,,
217,keyflex bt 3055d,16,3,1,COMPETITOR_GRADE,,,,,,,,,,keyflex bt 3055d,,,,,,,0,,,,,,,,
218,en16421 anti-thermal shock,26,3,2,"FEATURE,WATER_CERT",,,,,,,thermal shock resistant,,,,,,"[{""standard"": ""en16421"", ""temp"": [""all""]}]",,,,0,,,,,,,,
219,xencor ppa lgf-1930 hs bk 545-9 offset,38,7,1,COMPETITOR_GRADE,,,,,,,,,,xencor ppa lgf-1930 hs bk 545-9,,,,,,,0,,,,,,,,
220,pa6t-66 with glow wire ignition temperature at 0.3 800,54,9,2,"POLYMER,PROPERTY",,,,pa6t/66,"[{""property_name"": ""glow wire ignition temperature"", ""modifier"": {""value"": ""800.0"", ""min"": ""720.0"", ""max"": ""880.0"", ""unit"": """"}, ""property_type"": ""ul_sub_property""}, {""property_name"": ""minimum thickness (mm)"", ""modifier"": {""value"": ""0.3"", ""min"": null, ""max"": null, ""unit"": ""mm""}, ""property_type"": ""ul_property""}]",,,,,,,,,,,,2,,,glow wire ignition temperature,ul_sub_property,800.0,720.0,880.0,
221,lumicene mpe m 3583 uv,22,5,1,COMPETITOR_GRADE,,,,,,,,,,lumicene mpe m 3583 uv,,,,,,,0,,,,,,,,
222,gmw3038p-pa66-gf45j lia5310020 approval,39,3,1,AUTO_CERT,,,,,,,,,,,"[{""oem"": ""general motors (gm)"", ""certs"": [""gmw3038p-pa66-gf45j""]}, {""oem"": ""li auto"", ""certs"": [""lia5310020""]}]",,,,,,0,,,,,,,,
223,stirofor not hygroscopic flame resistant,40,5,2,"BRAND,FEATURE",,,stirofor,,,,hydrolysis resistant | flame retardant,,,,,,,,,,0,,,,,,,,
224,pa612,5,1,1,POLYMER,,,,pa612,,,,,,,,,,,,,0,,,,,,,,
225,stp 121-67w175,14,2,1,GRADE,stp 121-67w175,,,,,,,,,,,,,,,,0,,,,,,,,
226,celanyl xt1 hh gf35 bk 9005/c,29,6,1,GRADE,celanyl xt1 hh gf35 bk 9005/c,,,,,,,,,,,,,,,,0,,,,,,,,
227,pa 6t/6i with minimum ten stress brk 880 tandelta1mhz=1261 e-4,62,10,2,"POLYMER,PROPERTY",,,,pa6t/6i,"[{""property_name"": ""stress at break"", ""modifier"": {""value"": ""880.0"", ""min"": ""880.0"", ""max"": null, ""unit"": """"}, ""property_type"": ""property""}, {""property_name"": ""dissipation factor iec 62631-2-1 1mhz (e-4)"", ""modifier"": {""value"": ""1261.0"", ""min"": ""1134.9"", ""max"": ""1387.1"", ""unit"": ""e-4""}, ""property_type"": ""property""}]",,,,,,,,,,,,2,,,stress at break,property,880.0,880.0,,
228,a material suitable for an auto-injector with high stiffness,60,9,3,"APPLICATION,PROPERTY,INDUSTRY",,auto-injector,,,"[{""property_name"": ""tensile modulus"", ""modifier"": {""value"": ""high"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""property""}]",,,,,,,,,,medical & pharma,,1,,,tensile modulus,property,high,,,
229,offset to arnitelum552,22,3,1,COMPETITOR_GRADE,,,,,,,,,,arnitelum552,,,,,,,0,,,,,,,,
230,offset for grilamid l 20 lm natural,35,7,1,COMPETITOR_GRADE,,,,,,,,,,grilamid l 20 lm natural,,,,,,,0,,,,,,,,
231,alternative to 4pet 9l22130 hl,30,5,1,COMPETITOR_GRADE,,,,,,,,,,4pet 9l22130 hl,,,,,,,0,,,,,,,,
232,radistrong aroma rv300rkc2 106 nt offset,40,6,1,COMPETITOR_GRADE,,,,,,,,,,radistrong aroma rv300rkc2 106 nt,,,,,,,0,,,,,,,,
233,i am looking for a pom / acetal grade with a density less than 1300 kg/m^3,74,16,2,"POLYMER,PROPERTY",,,,pom,"[{""property_name"": ""density iso 1183 (kg/m³)"", ""modifier"": {""value"": ""1300.0"", ""min"": null, ""max"": ""1300.0"", ""unit"": ""kg/m^3""}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,density iso 1183 (kg/m³),property,1300.0,,1300.0,kg/m^3
234,r23 hl3 certification cpn4423ms50103 approval,45,5,2,"AUTO_CERT,RAILWAY_CERT",,,,,,,,,,,"[{""oem"": ""stellantis-chrysler"", ""certs"": [""cpn4423ms50103""]}]","[{""standard"": ""en 45545-2"", ""hazard_level"": [""hl3""], ""req_set"": [""r23""]}]",,,,,0,,,,,,,,
235,mold shrinkage flow from 1.61 to 3.13 silicone,46,8,2,"PROPERTY,FEATURE",,,,,"[{""property_name"": ""molding shrinkage iso 294-4, 2577 parallel (%)"", ""modifier"": {""value"": ""1.61"", ""min"": ""1.61"", ""max"": ""3.13"", ""unit"": """"}, ""property_type"": ""property""}]",,low wear / low friction,,,,,,,,,,1,,,"molding shrinkage iso 294-4, 2577 parallel (%)",property,1.61,1.61,3.13,
236,lucel gc225 offset,18,3,1,COMPETITOR_GRADE,,,,,,,,,,lucel gc225,,,,,,,0,,,,,,,,
237,zenyte material,15,2,1,BRAND,,,zenite,,,,,,,,,,,,,,0,,,,,,,,
238,pf 5000/v0-af-ep grigio 7123 material,37,5,1,GRADE,pf 5000/v0-af-ep grigio 7123,,,,,,,,,,,,,,,,0,,,,,,,,
239,pa66 eco solution,17,3,2,"POLYMER,FEATURE",,,,pa66,,,sustainable,,,,,,,,,,0,,,,,,,,
240,supran pp2315sd,15,2,1,COMPETITOR_GRADE,,,,,,,,,,supran pp2315sd,,,,,,,0,,,,,,,,
241,hiloy 441,9,2,1,COMPETITOR_GRADE,,,,,,,,,,hiloy 441,,,,,,,0,,,,,,,,
242,alternative to faraprene c350-65a black,39,5,1,COMPETITOR_GRADE,,,,,,,,,,faraprene c350-65a black,,,,,,,0,,,,,,,,
243,"what polyether grades are available in georgia, u.s.?",53,8,2,"POLYMER,REGION",,,,polyether,,,,,,,,,,,,americas,0,,,,,,,,
244,cx 3300sw1,10,2,1,GRADE,cx 3300sw1,,,,,,,,,,,,,,,,0,,,,,,,,
245,polyamide 612 grade available for auckland to use in diaphragm for consumer goods pump,86,14,4,"APPLICATION,POLYMER,INDUSTRY,REGION",,diaphragm for consumer goods pump,,pa612,,,,,,,,,,,consumer goods,asia pacific,0,,,,,,,,
246,cpn 3425,8,2,1,AUTO_CERT,,,,,,,,,,,"[{""oem"": ""stellantis-chrysler"", ""certs"": [""cpn 3425""]}]",,,,,,0,,,,,,,,
247,"nylon 10,10 carbon fibre total filler load 34 - 80%",51,10,2,"POLYMER,FILLER",,,,pa1010,,"[{""filler_name"": [""carbon fiber""]}, {""total_load"": {""value"": ""34"", ""min"": ""34"", ""max"": ""80""}}]",,,,,,,,,,,0,carbon fiber,34,,,,,,
248,lft pp-gf30-0405 p10/17 grade,29,4,1,GRADE,lft pp-gf30-0405 p10/17,,,,,,,,,,,,,,,,0,,,,,,,,
249,aramid fiber metal total load of 36 - 92 compressive / bending,62,12,1,FILLER,,,,,,"[{""filler_name"": [""aramid fiber"", ""metal""]}, {""total_load"": {""value"": ""36"", ""min"": ""36"", ""max"": ""92""}}]",,,,,,,,,,,0,aramid fiber | metal,36,,,,,,
250,wras 60 degree celsius br,25,5,2,"BRAND,WATER_CERT",,,blueridge,,,,,,,,,,"[{""standard"": ""wras"", ""temp"": [""60""]}]",,,,0,,,,,,,,
251,cope clte - 230.03e-6/k tpc-et,30,5,2,"POLYMER,PROPERTY",,,,tpc,"[{""property_name"": ""coefficient of linear thermal expansion (clte)"", ""modifier"": {""value"": ""230.03"", ""min"": ""207.03"", ""max"": ""253.03"", ""unit"": ""e-6/k""}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,coefficient of linear thermal expansion (clte),property,230.03,207.03,253.03,e-6/k
252,rtp 1085,8,2,1,COMPETITOR_GRADE,,,,,,,,,,rtp 1085,,,,,,,0,,,,,,,,
253,hf sx90,7,2,1,GRADE,hf sx90,,,,,,,,,,,,,,,,0,,,,,,,,
254,"laprene 8k1901a80 nero, industrial",34,4,3,"GRADE,APPLICATION,INDUSTRY",laprene 8k1901a80 nero,industrial,,,,,,,,,,,,,industrial,,0,,,,,,,,
255,alternative to niretan a f20 ae/v2,34,6,1,COMPETITOR_GRADE,,,,,,,,,,niretan a f20 ae/v2,,,,,,,0,,,,,,,,
256,palmid r 66 s gf15 offset,25,6,1,COMPETITOR_GRADE,,,,,,,,,,palmid r 66 s gf15,,,,,,,0,,,,,,,,
257,automotive headlight-ball,25,2,2,"APPLICATION,INDUSTRY",,automotive headlight-ball,,,,,,,,,,,,,automotive & transportation,,0,,,,,,,,
258,"autoinjector, anti warp, contains recycle",41,5,3,"APPLICATION,FEATURE,INDUSTRY",,autoinjector,,,,,low warpage | recycled content,,,,,,,,medical & pharma,,0,,,,,,,,
259,alternative to grivory gvx-5h natural,37,5,1,COMPETITOR_GRADE,,,,,,,,,,grivory gvx-5h natural,,,,,,,0,,,,,,,,
260,offset to pentalloy bp gv15 h natural,37,7,1,COMPETITOR_GRADE,,,,,,,,,,pentalloy bp gv15 h natural,,,,,,,0,,,,,,,,
261,pocan ku 1-7313,15,3,1,COMPETITOR_GRADE,,,,,,,,,,pocan ku 1-7313,,,,,,,0,,,,,,,,
262,akromid b+ gf 35 6 black (7544),31,7,1,COMPETITOR_GRADE,,,,,,,,,,akromid b+ gf 35 6 black (7544),,,,,,,0,,,,,,,,
263,bergamid a70 uf natur v0 offset,31,6,1,COMPETITOR_GRADE,,,,,,,,,,bergamid a70 uf natur v0,,,,,,,0,,,,,,,,
264,offset to polyshine pbt d311 gf30,33,6,1,COMPETITOR_GRADE,,,,,,,,,,polyshine pbt d311 gf30,,,,,,,0,,,,,,,,
265,offset for 4dur 9k30000,23,4,1,COMPETITOR_GRADE,,,,,,,,,,4dur 9k30000,,,,,,,0,,,,,,,,
266,r26 - v0 (en 45545-2) light stabilized or stable to light,57,11,2,"FEATURE,RAILWAY_CERT",,,,,,,light stabilized or stable to light,,,,,"[{""standard"": ""en 45545-2"", ""hazard_level"": [""v0""], ""req_set"": [""r26""]}]",,,,,0,,,,,,,,
267,58% sebs,8,2,2,"POLYMER,FILLER",,,,sebs,,"[{""total_load"": {""value"": ""58"", ""min"": ""53"", ""max"": ""63""}}]",,,,,,,,,,,0,,58,,,,,,
268,na40 gr30 nl rt offset,22,5,1,COMPETITOR_GRADE,,,,,,,,,,na40 gr30 nl rt,,,,,,,0,,,,,,,,
269,"micro-powder, acs 85°c",22,3,2,"DELIVERY_FORM,WATER_CERT",,,,,,,,,micropowder,,,,"[{""standard"": ""acs"", ""temp"": [""85""]}]",,,,0,,,,,,,,
270,50127,5,1,1,AUTO_CERT,,,,,,,,,,,"[{""oem"": ""vw group"", ""certs"": [""50127""]}]",,,,,,0,,,,,,,,
271,pb70 nl xa 20 offset,20,5,1,COMPETITOR_GRADE,,,,,,,,,,pb70 nl xa 20,,,,,,,0,,,,,,,,
272,fa 231 v comp tracking,22,5,2,"BRAND,PROPERTY",,,factor,,"[{""property_name"": ""comparative tracking index (cti)"", ""modifier"": {""value"": ""231.0"", ""min"": ""207.9"", ""max"": ""254.1"", ""unit"": ""v""}, ""property_type"": ""ul_property""}]",,,,,,,,,,,,1,,,comparative tracking index (cti),ul_property,231.0,207.9,254.1,v
273,ultramid a3xzc3 esd bk 23187,28,5,1,COMPETITOR_GRADE,,,,,,,,,,ultramid a3xzc3 esd bk 23187,,,,,,,0,,,,,,,,
274,pa6 30 glas fibre,17,4,2,"POLYMER,FILLER",,,,pa6,,"[{""filler_name"": [""glass fiber""]}, {""total_load"": {""value"": ""30"", ""min"": ""25"", ""max"": ""35""}}]",,,,,,,,,,,0,glass fiber,30,,,,,,
