idx,query,filler_names,load_value,load_min,load_max
3522,celanyl and long glass fiber,long glass fiber,,null,null
3523,celanyl and long aramid fiber,long aramid fiber,,null,null
3524,celanyl and long carbon fiber,long carbon fiber,,null,null
3525,celcon and glass fiber,glass fiber,,null,null
3526,celcon and aramid fiber,arami fiber,,null,null
3527,celcon and carbon fiber,carbon fiber,,null,null
3528,celcon and long glass fiber,long glass fiber,,null,null
3529,celcon and long aramid fiber,long aramid fiber,,null,null
3530,celcon and long carbon fiber,long carbon fiber,,null,null
3531,celstran and glass fiber,long glass fiber,,null,null
3532,celstran and aramid fiber,long aramid fiber,,null,null
3533,celstran and carbon fiber,long carbon fiber,,null,null
3534,celstran and long glass fiber,long glass fiber,,null,null
3535,celstran and long aramid fiber,long aramid fiber,,null,null
3536,celstran and long carbon fiber,long carbon fiber,,null,null
3537,celstran and glass fiber,long glass fiber,,null,null
3538,celstran and aramid fiber,long aramid fiber,,null,null
3539,celstran and carbon fiber,long carbon fiber,,null,null
3540,celstran and long glass fiber,long glass fiber,,null,null
3541,celstran and long aramid fiber,long aramid fiber,,null,null
3542,celstran and long carbon fiber,long carbon fiber,,null,null
3543,clarifoil and glass fiber,glass fiber,,null,null
3544,clarifoil and aramid fiber,arami fiber,,null,null
3545,clarifoil and carbon fiber,carbon fiber,,null,null
3546,clarifoil and long glass fiber,long glass fiber,,null,null
3547,clarifoil and long aramid fiber,long aramid fiber,,null,null
3548,clarifoil and long carbon fiber,long carbon fiber,,null,null
3549,coolpoly and glass fiber,glass fiber,,null,null
3550,coolpoly and aramid fiber,arami fiber,,null,null
3551,coolpoly and carbon fiber,carbon fiber,,null,null
3552,coolpoly and long glass fiber,long glass fiber,,null,null
3553,coolpoly and long aramid fiber,long aramid fiber,,null,null
3554,coolpoly and long carbon fiber,long carbon fiber,,null,null
3555,crastin and glass fiber,glass fiber,,null,null
3556,crastin and aramid fiber,arami fiber,,null,null
3557,crastin and carbon fiber,carbon fiber,,null,null
3558,crastin and long glass fiber,long glass fiber,,null,null
3559,crastin and long aramid fiber,long aramid fiber,,null,null
3560,crastin and long carbon fiber,long carbon fiber,,null,null
3561,ecomid and glass fiber,glass fiber,,null,null
3562,ecomid and aramid fiber,arami fiber,,null,null
3563,ecomid and carbon fiber,carbon fiber,,null,null
3564,ecomid and long glass fiber,long glass fiber,,null,null
3565,ecomid and long aramid fiber,long aramid fiber,,null,null
3566,ecomid and long carbon fiber,long carbon fiber,,null,null
3567,elvamide and glass fiber,glass fiber,,null,null
3568,elvamide and aramid fiber,arami fiber,,null,null
3569,elvamide and carbon fiber,carbon fiber,,null,null
3570,elvamide and long glass fiber,long glass fiber,,null,null
3571,elvamide and long aramid fiber,long aramid fiber,,null,null
3572,elvamide and long carbon fiber,long carbon fiber,,null,null
3573,fortron and glass fiber,glass fiber,,null,null
3574,fortron and aramid fiber,arami fiber,,null,null
3575,fortron and carbon fiber,carbon fiber,,null,null
3576,fortron and long glass fiber,long glass fiber,,null,null
3577,fortron and long aramid fiber,long aramid fiber,,null,null
3578,fortron and long carbon fiber,long carbon fiber,,null,null
3579,frianyl and glass fiber,glass fiber,,null,null
3580,frianyl and aramid fiber,arami fiber,,null,null
3581,frianyl and carbon fiber,carbon fiber,,null,null
3582,frianyl and long glass fiber,long glass fiber,,null,null
3583,frianyl and long aramid fiber,long aramid fiber,,null,null
3584,frianyl and long carbon fiber,long carbon fiber,,null,null
3585,gur and glass fiber,glass fiber,,null,null
3586,gur and aramid fiber,arami fiber,,null,null
3587,gur and carbon fiber,carbon fiber,,null,null
3588,gur and long glass fiber,long glass fiber,,null,null
3589,gur and long aramid fiber,long aramid fiber,,null,null
3590,gur and long carbon fiber,long carbon fiber,,null,null
3591,hostaform and glass fiber,glass fiber,,null,null
3592,hostaform and aramid fiber,arami fiber,,null,null
3593,hostaform and carbon fiber,carbon fiber,,null,null
3594,hostaform and long glass fiber,long glass fiber,,null,null
3595,hostaform and long aramid fiber,long aramid fiber,,null,null
3596,hostaform and long carbon fiber,long carbon fiber,,null,null
3597,hytrel and glass fiber,glass fiber,,null,null
3598,hytrel and aramid fiber,arami fiber,,null,null
3599,hytrel and carbon fiber,carbon fiber,,null,null
3600,hytrel and long glass fiber,long glass fiber,,null,null
3601,hytrel and long aramid fiber,long aramid fiber,,null,null
3602,hytrel and long carbon fiber,long carbon fiber,,null,null
3603,minlon and glass fiber,glass fiber,,null,null
3604,minlon and aramid fiber,arami fiber,,null,null
3605,minlon and carbon fiber,carbon fiber,,null,null
3606,minlon and long glass fiber,long glass fiber,,null,null
3607,minlon and long aramid fiber,long aramid fiber,,null,null
3608,minlon and long carbon fiber,long carbon fiber,,null,null
3609,neolast and glass fiber,glass fiber,,null,null
3610,neolast and aramid fiber,arami fiber,,null,null
3611,neolast and carbon fiber,carbon fiber,,null,null
3612,neolast and long glass fiber,long glass fiber,,null,null
3613,neolast and long aramid fiber,long aramid fiber,,null,null
3614,neolast and long carbon fiber,long carbon fiber,,null,null
3615,omnitech and glass fiber,glass fiber,,null,null
3616,omnitech and aramid fiber,arami fiber,,null,null
3617,omnitech and carbon fiber,carbon fiber,,null,null
3618,omnitech and long glass fiber,long glass fiber,,null,null
3619,omnitech and long aramid fiber,long aramid fiber,,null,null
3620,omnitech and long carbon fiber,long carbon fiber,,null,null
3621,pibiter and glass fiber,glass fiber,,null,null
3622,pibiter and aramid fiber,arami fiber,,null,null
3623,pibiter and carbon fiber,carbon fiber,,null,null
3624,pibiter and long glass fiber,long glass fiber,,null,null
3625,pibiter and long aramid fiber,long aramid fiber,,null,null
3626,pibiter and long carbon fiber,long carbon fiber,,null,null
3627,pipelon and glass fiber,glass fiber,,null,null
3628,pipelon and aramid fiber,arami fiber,,null,null
3629,pipelon and carbon fiber,carbon fiber,,null,null
3630,pipelon and long glass fiber,long glass fiber,,null,null
3631,pipelon and long aramid fiber,long aramid fiber,,null,null
3632,pipelon and long carbon fiber,long carbon fiber,,null,null
3633,rynite and glass fiber,glass fiber,,null,null
3634,rynite and aramid fiber,arami fiber,,null,null
3635,rynite and carbon fiber,carbon fiber,,null,null
3636,rynite and long glass fiber,long glass fiber,,null,null
3637,rynite and long aramid fiber,long aramid fiber,,null,null
3638,rynite and long carbon fiber,long carbon fiber,,null,null
3639,santoprene and glass fiber,glass fiber,,null,null
3640,santoprene and aramid fiber,arami fiber,,null,null
3641,santoprene and carbon fiber,carbon fiber,,null,null
3642,santoprene and long glass fiber,long glass fiber,,null,null
3643,santoprene and long aramid fiber,long aramid fiber,,null,null
3644,santoprene and long carbon fiber,long carbon fiber,,null,null
3645,thermx and glass fiber,glass fiber,,null,null
3646,thermx and aramid fiber,arami fiber,,null,null
3647,thermx and carbon fiber,carbon fiber,,null,null
3648,thermx and long glass fiber,long glass fiber,,null,null
3649,thermx and long aramid fiber,long aramid fiber,,null,null
3650,thermx and long carbon fiber,long carbon fiber,,null,null
3651,vamac and glass fiber,glass fiber,,null,null
3652,vamac and aramid fiber,arami fiber,,null,null
3653,vamac and carbon fiber,carbon fiber,,null,null
3654,vamac and long glass fiber,long glass fiber,,null,null
3655,vamac and long aramid fiber,long aramid fiber,,null,null
3656,vamac and long carbon fiber,long carbon fiber,,null,null
3657,vectra and glass fiber,glass fiber,,null,null
3658,vectra and aramid fiber,arami fiber,,null,null
3659,vectra and carbon fiber,carbon fiber,,null,null
3660,vectra and long glass fiber,long glass fiber,,null,null
3661,vectra and long aramid fiber,long aramid fiber,,null,null
3662,vectra and long carbon fiber,long carbon fiber,,null,null
3663,vitaldose and glass fiber,glass fiber,,null,null
3664,vitaldose and aramid fiber,arami fiber,,null,null
3665,vitaldose and carbon fiber,carbon fiber,,null,null
3666,vitaldose and long glass fiber,long glass fiber,,null,null
3667,vitaldose and long aramid fiber,long aramid fiber,,null,null
3668,vitaldose and long carbon fiber,long carbon fiber,,null,null
3669,zenite and glass fiber,glass fiber,,null,null
3670,zenite and aramid fiber,arami fiber,,null,null
3671,zenite and carbon fiber,carbon fiber,,null,null
3672,zenite and long glass fiber,long glass fiber,,null,null
3673,zenite and long aramid fiber,long aramid fiber,,null,null
3674,zenite and long carbon fiber,long carbon fiber,,null,null
3675,zytel and glass fiber,glass fiber,,null,null
3676,zytel and aramid fiber,arami fiber,,null,null
3677,zytel and carbon fiber,carbon fiber,,null,null
3678,zytel and long glass fiber,long glass fiber,,null,null
3679,zytel and long aramid fiber,long aramid fiber,,null,null
3680,zytel and long carbon fiber,long carbon fiber,,null,null
3687,aramide 30% and mf 15%,aramid fiber | mineral,45,40,50
3688,aramide 25% and mf 10%,aramid fiber | mineral,35,30,40
3722,glass fiber 35,glass fiber,35,30,40
3723,"gf, min with combined load of 40",glass fiber | mineral,40,35,45
3724,glass fiber and mineral with total filler load of 60,glass fiber | mineral,60,55,65
3725,min 20,mineral,20,15,25
3726,"gf20, min30",glass fiber | mineral,50,45,55
3727,total load of 60 with gf and min,glass fiber | mineral,60,55,65
3728,filled with glass and also contains mineral fiber with combined load = 70,glass fiber | mineral,70,65,75
3729,contains gf+min reinforced 35%,glass fiber | mineral,35,30,40
3730,gf-15% and min-20 reinforced,glass fiber | mineral,35,30,40
3731,carbon20 & min20,carbon fiber | mineral,40,35,45
3732,combined load of 35% having glass/min filler,glass fiber | mineral,35,30,40
3733,glass60/ptfe filled,glass fiber,60,55,65
3734,"material with long glass fiber, with 30% filled and carbon fiber with 15%",long glass fiber | carbon fiber,45,40,50
3735,glass filler >30%,glass fiber,,30,
3736,more than 20% of glass fiber,glass fiber,,20,
3737,glass fiber less than 60%,glass fiber,,,60
3738,glass fiber ranging 30-60,glass fiber,,30,60
3739,glass fiber within range of 20 to 40,glass fiber,,20,40
3740,glass fiber 30 with mineral 20,glass fiber | mineral,50,45,55
3741,aramid fiber around 30% to 40%,aramid fiber,,30,40
3742,carbon fiber should not be greater than 40% filler load,carbon fiber,,,40
3743,30%-40% reinforced material that contains long glass fiber,long glass fiber,,30,40
3744,more than 50% filler content,,,50,
3745,less than 50% glass fiber filler content,glass fiber,,,50
3746,"long glass fiber reinforced, more than 30% reinforced",long glass fiber,,30,
3747,balanced ratio of 15% to 20% of carbon fiber,carbon fiber,,15,20
3748,glass+min filler content between 30% and 40%,glass fiber | mineral,,30,40
3749,"chemical resistant grade with  glass fiber -20%, mineral -20%",glass fiber | mineral,40,35,45
3750,glass -15 and mineral -25,glass fiber | mineral,40,35,45
3788,15min,mineral,15,10,20
3789,need 15min,mineral,15,10,20
3790,looking for min30,mineral,30,25,35
3791,need a material with 15min,mineral,15,10,20
3792,suggest filler like min15,mineral,15,10,20
3793,looking for min20,mineral,20,15,25
3794,"show me pa grades, 15min reinforced",mineral,15,10,20
3795,looking for 15min filler content polymer pa,mineral,15,10,20
3796,suggest polymer pa having 15%min filler reinforced,mineral,15,10,20
3797,15min with pa,mineral,15,10,20
3798,pa with 15min,mineral,15,10,20
3824,gf15-min30,glass fiber | mineral,45,40,50
3825,a grade with filler content gf15-min30 is required,glass fiber | mineral,45,40,50
3826,grade needs to have gf15-min30 reinforced material,glass fiber | mineral,45,40,50
3827,gf15-min30 filler content,glass fiber | mineral,45,40,50
3828,find a grade having min30-gf15 filler,glass fiber | mineral,45,40,50
3829,a filler with min30-gf15 is required,glass fiber | mineral,45,40,50
3830,"looking for a polymer, gf-15-min30 filled reinforced",glass fiber | mineral,45,40,50
3858,lft grade with glass 50%,long glass fiber,50,45,55
3859,looking for lft grades and glass 50,long glass fiber,50,45,55
3860,glass 50 lft materials,long glass fiber,50,45,55
3861,glass 50 lft,long glass fiber,50,45,55
3862,lfrt grade with glass 50,long glass fiber,50,45,55
3863,looking for lfrt grades and glass 50%,long glass fiber,50,45,55
3864,glass 50% lfrt materials,long glass fiber,50,45,55
3865,glass 50 lfrt,long glass fiber,50,45,55
3866,lft grade with gf 50,long glass fiber,50,45,55
3867,looking for lft grades and glass fiber 50,long glass fiber,50,45,55
3868,gf 50 lft materials,long glass fiber,50,45,55
3869,glass fiber 50 lft,long glass fiber,50,45,55
3870,lfrt grade with gf 50,long glass fiber,50,45,55
3871,looking for lfrt grades and glass fiber 50,long glass fiber,50,45,55
3872,gf50% lfrt materials,long glass fiber,50,45,55
3873,glassfiber 50 lfrt,long glass fiber,50,45,55
3880,"unfilled, impact",unfilled,,,
3887,unfilled and high impact,unfilled,,,
3895,unfilled and impact of 100,unfilled,,,
3911,"v1, unfilled, thermally conductive",unfilled,,,
3912,"need a material with rating v1, unfilled, thermally conductive",unfilled,,,
3913,"show grades which is thermally conductive,  v1 and unfilled",unfilled,,,
3914,"material which is unfilled, v1, thermally conductive",unfilled,,,
3915,"looking for thermally conductive grade, v1, unfilled ",unfilled,,,
3921,glass-min 65%,glass fiber | mineral,65,60,70
3922,glass-min total filler load 65%,glass fiber | mineral,65,60,70
3923,glass-min with 65% filler content,glass fiber | mineral,65,60,70
3924,looking for glass-min filler reinforced with 65%,glass fiber | mineral,65,60,70
3925,require glass-min filler having  65% as total reinforcement,glass fiber | mineral,65,60,70
3926,suggest glass and mineral filler where the load is 65,glass fiber | mineral,65,60,70
3937,mineral free grade,unfilled,,,
3938,looking for a grade that does not contain mineral,unfilled,,,
3939,suggest some  grade which is mineral free,unfilled,,,
3940,grade that excludes mineral filler,unfilled,,,
3941,find a grade without mineral filler,unfilled,,,
3942,recommend grades that are free from glass fiber,unfilled,,,
3943,seeking glass-free grade suggestion,unfilled,,,
3944,looking for glass free alternatives,unfilled,,,
3945,show grades that are without glass,unfilled,,,
3946,recommend grades that are specifically without glass fiber,unfilled,,,
3947,crabon free grade,unfilled,,,
3948,find grades without carbon fiber filler,unfilled,,,
3949,looking for a grade that does not contain carbon fiber,unfilled,,,
3950,recommend grades that are carbon fiber free,unfilled,,,
3952,graphite-free grades,unfilled,,,
3953,show me grades that are free from graphite,unfilled,,,
3954,looking for graphite fiber free grades,unfilled,,,
3955,list of materials which are without graphite fiber,unfilled,,,
3956,does not contain any graphite fiber filler,unfilled,,,
3957,recommend grades that are free from aramid fiber,unfilled,,,
3958,seeking aramid-free grade suggestion,unfilled,,,
3959,looking for aramid filler free alternatives,unfilled,,,
3960,show grades that are without aramid fiber,unfilled,,,
3961,recommend grades that are specifically without aramid,unfilled,,,
3962,looking for a glass/mineral free  grade,unfilled,,,
3963,suggest some glass-mineral free grade,unfilled,,,
3964,material which is glass & mineral free,unfilled,,,
3965,grade that does not contain glass and mineral,unfilled,,,
3966,searching for a grade that is mineral-glass free,unfilled,,,
3991,pa 6 gf 30 v0 fr impact uv ,glass fiber,30,25,35
3992,pa 6 gf 30 v0 fr impact modified uv ,glass fiber,30,25,35
3993,pa 6 gf 30 0.8mm v1 fr uv impact ,glass fiber,30,25,35
3994,"suggest some pa 6 polymer grade 30% filled gf, impact modified, uv and fr v1 at 0.8mm",glass fiber,30,25,35
3995,fiber,glass fiber,,,
3996,looking for a fiber filler,glass fiber,,,
3997,search for fibers,glass fiber,,,
3998,suggest fiber grades,glass fiber,,,
4019,lft40,long glass fiber,40,35,45
4020,suggest lft 40 filler materials,long glass fiber,40,35,45
4021,40lft filler grades,long glass fiber,40,35,45
4022,search lft40%,long glass fiber,40,35,45
4023,lfrt40,long glass fiber,40,35,45
4024,looking for lfrt 40%,long glass fiber,40,35,45
4025,40lfrt grades,long glass fiber,40,35,45
4026,show grades having 40% lfrt,long glass fiber,40,35,45
4036,gf with amorphous properties,glass fiber,,,
4045,suggest zytel grades having 30% gf which is also electric friendly,glass fiber,30,25,35
4049,looking for gf with iec 60243 properties,glass fiber,,,
4056,mineral 50%gf impact modifier battery electric performance,mineral | glass fiber,50,45,55
4058,lcp with carbon fiber with surface resistivity of 10e5,carbon fiber,,,
4059,lft approved to a stellantis specification,long glass fiber,,,
4062,pbt gf15 v-0 heat shock ,glass fiber,15,10,20
4074,gf and min 20,glass fiber | mineral,20,15,25
4075,gf min20,glass fiber | mineral,20,15,25
4076,gf and mf20,glass fiber | mineral,20,15,25
4077,gf & min 20,glass fiber | mineral,20,15,25
4078,"glass, min 20",glass fiber | mineral,20,15,25
4079,glass or min20,glass fiber | mineral,20,15,25
4080,gf (long fiber) and cd 40,long glass fiber | carbon powder,40,35,45
4081,gf and cd 40 (long fiber),long glass fiber | carbon powder,40,35,45
4082,gf / cd 40  long fiber,long glass fiber | carbon powder,40,35,45
4083,long fiber gf and cd 40,long glass fiber | carbon powder,40,35,45
4084,gf - long fiber cd 40,long glass fiber | carbon powder,40,35,45
4085,"gf, cd 40 (long fiber)",long glass fiber | carbon powder,40,35,45
4086,gf cd40  (long fiber),long glass fiber | carbon powder,40,35,45
4087,gf cd40 (long),long glass fiber | carbon powder,40,35,45
4088,lgf cd40,long glass fiber | carbon powder,40,35,45
4089,lgf and cd40,long glass fiber | carbon powder,40,35,45
4332,g35,glass fiber,35,30,40
4333,g and min with combined load of 40,glass fiber | mineral,40,35,45
4334,g/mineral with total filler load of 60,glass fiber | mineral,60,55,65
