idx,query,property_name,property_type,value,min,max,unit,shape
967,material that is flame retardant v0 in orange and with cti 600 and with good thermal shock resistance,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
967,material that is flame retardant v0 in orange and with cti 600 and with good thermal shock resistance,flame rating,ul_sub_property,v-0,,,,exact value only
967,material that is flame retardant v0 in orange and with cti 600 and with good thermal shock resistance,comparative tracking index (cti),ul_property,600.0,540.0,660.0,,banded (value +/- band)
970,flame retardant v0 in orange and with cti 600 and with good thermal shock resistance,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
970,flame retardant v0 in orange and with cti 600 and with good thermal shock resistance,flame rating,ul_sub_property,v-0,,,,exact value only
970,flame retardant v0 in orange and with cti 600 and with good thermal shock resistance,comparative tracking index (cti),ul_property,600.0,540.0,660.0,,banded (value +/- band)
973,please find me an high temperature nylon,continuous service temperature iec 60216-1 (Â°c),property,high,,,,exact value only
1004,pps with high tensile strength,tensile stress,property,high,,,,exact value only
1009,talcoprene 540tl2 le grade bulk density,bulk density iso 60 (kg/mÂ³),property,,,,,categorical / no number
1019,80d hardness hytrel grade,shore d hardness iso 48-4 / iso 868 15s,property,80.0,72.0,88.0,,banded (value +/- band)
1020,hard hytrel grade,shore d hardness iso 48-4 / iso 868 15s,property,,,,,categorical / no number
1045,pa6t/xt that has comparative tracking index,comparative tracking index (cti),ul_property,,,,,categorical / no number
1046,pa6t/xt that has cti,comparative tracking index (cti),ul_property,,,,,categorical / no number
1050,grade with a lambda targeted above 2 w/m.k through plane e modulus > 15 gpa  tensile stress > 80 mpa elongation at break > 0.5% charpy notched impact strength at 23Ã‚Â°c of 2.5 kj/m2,thermal conductivity iso 22007-2 through plane (w/(m k)),property,2.0,1.8,2.2,w/m.k,banded (value +/- band)
1050,grade with a lambda targeted above 2 w/m.k through plane e modulus > 15 gpa  tensile stress > 80 mpa elongation at break > 0.5% charpy notched impact strength at 23Ã‚Â°c of 2.5 kj/m2,tensile modulus,property,,15.0,,gpa,open lower (>= min)
1050,grade with a lambda targeted above 2 w/m.k through plane e modulus > 15 gpa  tensile stress > 80 mpa elongation at break > 0.5% charpy notched impact strength at 23Ã‚Â°c of 2.5 kj/m2,tensile stress,property,,80.0,,mpa,open lower (>= min)
1050,grade with a lambda targeted above 2 w/m.k through plane e modulus > 15 gpa  tensile stress > 80 mpa elongation at break > 0.5% charpy notched impact strength at 23Ã‚Â°c of 2.5 kj/m2,tensile strain at break,property,,0.5,,%,open lower (>= min)
1050,grade with a lambda targeted above 2 w/m.k through plane e modulus > 15 gpa  tensile stress > 80 mpa elongation at break > 0.5% charpy notched impact strength at 23Ã‚Â°c of 2.5 kj/m2,charpy notched impact strength iso 179/1ea 23Â°c (kj/mÂ²),property,2.5,2.25,2.75,kj/m2,banded (value +/- band)
1051,pa66 with gwfi of at least 850Ã‚Â°c,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
1051,pa66 with gwfi of at least 850Ã‚Â°c,glow wire ignition temperature,ul_sub_property,,850.0,,Â°c,open lower (>= min)
1054,material with almost no moisture uptake,water absorption sim. to iso 62 2mm (%),property,low,,,,exact value only
1064,hostaform with mvr 12,melt volume-flow rate iso 1133 (cmÂ³/10min),property,12.0,10.8,13.2,,banded (value +/- band)
1078,which pa66 fr grade can have longest elongation?,tensile strain,property,high,,,,exact value only
1097,pbt with 20-30% glass v0,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
1097,pbt with 20-30% glass v0,flame rating,ul_sub_property,v-0,,,,exact value only
1102,15000 mpa modulus material,tensile modulus,property,15000.0,13500.0,16500.0,mpa,banded (value +/- band)
1103,high modulus material,tensile modulus,property,high,,,,exact value only
1105,lcp with tensile strain at break > 4%,tensile strain at break,property,,4.0,,%,open lower (>= min)
1106,material with high stiffness,tensile modulus,property,high,,,,exact value only
1154,super high stiffness nylon,tensile modulus,property,high,,,,exact value only
1180,pa carbon fiber v0,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
1180,pa carbon fiber v0,flame rating,ul_sub_property,v-0,,,,exact value only
1182,emi shielding & fr v-0,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
1182,emi shielding & fr v-0,flame rating,ul_sub_property,v-0,,,,exact value only
1192,get nylon material with condition stress at break more than 190mpa,stress at break,property,,190.0,,mpa,open lower (>= min)
1198,ascend eco515h nylon 6/6 v0,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
1198,ascend eco515h nylon 6/6 v0,flame rating,ul_sub_property,v-0,,,,exact value only
1206,pom with highest density,density iso 1183 (kg/mÂ³),property,highest,,,,exact value only
1214,flex stress of 20,flexural strength,property,20.0,18.0,22.0,,banded (value +/- band)
1224,grade with service temperature of minimum 160,continuous service temperature iec 60216-1 (Â°c),property,,160.0,,,open lower (>= min)
1225,find me a polyamide with v0 rating at 0,minimum thickness (mm),ul_property,0.0,,,mm,exact value only
1225,find me a polyamide with v0 rating at 0,flame rating,ul_sub_property,v-0,,,,exact value only
1228,ul94 v0 grade at 0.8 mm,minimum thickness (mm),ul_property,0.8,,,mm,exact value only
1228,ul94 v0 grade at 0.8 mm,flame rating,ul_sub_property,v-0,,,,exact value only
1231,flexral modulus of 20,flexural modulus,property,20.0,18.0,22.0,,banded (value +/- band)
1247,pp with a gwit higher than 600,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
1247,pp with a gwit higher than 600,glow wire ignition temperature,ul_sub_property,,600.0,,,open lower (>= min)
1248,pp with a glow wire ignition temperature  higher than 600,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
1248,pp with a glow wire ignition temperature  higher than 600,glow wire ignition temperature,ul_sub_property,,600.0,,,open lower (>= min)
1256,61 mpa tensile 90 mpa flex,tensile,property,61.0,54.9,67.1,mpa,banded (value +/- band)
1256,61 mpa tensile 90 mpa flex,flexural modulus,property,90.0,81.0,99.0,mpa,banded (value +/- band)
1267,outdoor suitability,outdoor suitability,ul_property,f1,,,,exact value only
1277,flexible lcp,flexural modulus,property,high,,,,exact value only
1298,pom copo mfi  9 natural,melt mass-flow rate iso 1133 (g/10min),property,9.0,8.1,9.9,,banded (value +/- band)
1329,ppa gf30 ul94 v0,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
1329,ppa gf30 ul94 v0,flame rating,ul_sub_property,v-0,,,,exact value only
1335,cold temperature performance with high elongation at break,tensile strain at break,property,high,,,,exact value only
1336,a material that has excellent cold temperature performance with high elongation at break,tensile strain at break,property,high,,,,exact value only
1341,high temperature nylon that can be used in connectors,continuous service temperature iec 60216-1 (Â°c),property,high,,,,exact value only
1367,material that is flame retardant v0 in orange and with cti 600,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
1367,material that is flame retardant v0 in orange and with cti 600,flame rating,ul_sub_property,v-0,,,,exact value only
1367,material that is flame retardant v0 in orange and with cti 600,comparative tracking index (cti),ul_property,600.0,540.0,660.0,,banded (value +/- band)
1368,material that is flame retardant v0 in orange and with cti 600 and with good thermal shock resistance,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
1368,material that is flame retardant v0 in orange and with cti 600 and with good thermal shock resistance,flame rating,ul_sub_property,v-0,,,,exact value only
1368,material that is flame retardant v0 in orange and with cti 600 and with good thermal shock resistance,comparative tracking index (cti),ul_property,600.0,540.0,660.0,,banded (value +/- band)
1371,flame retardant v0 in orange and with cti 600 and with good thermal shock resistance,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
1371,flame retardant v0 in orange and with cti 600 and with good thermal shock resistance,flame rating,ul_sub_property,v-0,,,,exact value only
1371,flame retardant v0 in orange and with cti 600 and with good thermal shock resistance,comparative tracking index (cti),ul_property,600.0,540.0,660.0,,banded (value +/- band)
1374,please find me an high temperature nylon,continuous service temperature iec 60216-1 (Â°c),property,high,,,,exact value only
1405,pps with high tensile strength,tensile stress,property,high,,,,exact value only
1410,talcoprene 540tl2 le grade bulk density,bulk density iso 60 (kg/mÂ³),property,,,,,categorical / no number
1420,80d hardness hytrel grade,shore d hardness iso 48-4 / iso 868 15s,property,80.0,72.0,88.0,,banded (value +/- band)
1421,hard hytrel grade,shore d hardness iso 48-4 / iso 868 15s,property,,,,,categorical / no number
1446,pa6t/xt that has comparative tracking index,comparative tracking index (cti),ul_property,,,,,categorical / no number
1447,pa6t/xt that has cti,comparative tracking index (cti),ul_property,,,,,categorical / no number
1451,grade with a lambda targeted above 2 w/m.k through plane e modulus > 15 gpa  tensile stress > 80 mpa elongation at break > 0.5% charpy notched impact strength at 23Ã‚Â°c of 2.5 kj/m2,thermal conductivity iso 22007-2 through plane (w/(m k)),property,2.0,1.8,2.2,w/m.k,banded (value +/- band)
1451,grade with a lambda targeted above 2 w/m.k through plane e modulus > 15 gpa  tensile stress > 80 mpa elongation at break > 0.5% charpy notched impact strength at 23Ã‚Â°c of 2.5 kj/m2,tensile modulus,property,,15.0,,gpa,open lower (>= min)
1451,grade with a lambda targeted above 2 w/m.k through plane e modulus > 15 gpa  tensile stress > 80 mpa elongation at break > 0.5% charpy notched impact strength at 23Ã‚Â°c of 2.5 kj/m2,tensile stress,property,,80.0,,mpa,open lower (>= min)
1451,grade with a lambda targeted above 2 w/m.k through plane e modulus > 15 gpa  tensile stress > 80 mpa elongation at break > 0.5% charpy notched impact strength at 23Ã‚Â°c of 2.5 kj/m2,tensile strain at break,property,,0.5,,%,open lower (>= min)
1451,grade with a lambda targeted above 2 w/m.k through plane e modulus > 15 gpa  tensile stress > 80 mpa elongation at break > 0.5% charpy notched impact strength at 23Ã‚Â°c of 2.5 kj/m2,charpy notched impact strength iso 179/1ea 23Â°c (kj/mÂ²),property,2.5,2.25,2.75,kj/m2,banded (value +/- band)
1452,pa66 with gwfi of at least 850Ã‚Â°c,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
1452,pa66 with gwfi of at least 850Ã‚Â°c,glow wire ignition temperature,ul_sub_property,,850.0,,Â°c,open lower (>= min)
1455,material with almost no moisture uptake,water absorption sim. to iso 62 2mm (%),property,low,,,,exact value only
1459,high density and tensile modulus,density iso 1183 (kg/mÂ³),property,high,,,,exact value only
1459,high density and tensile modulus,tensile modulus,property,high,,,,exact value only
1460,high tensile modulus and density,tensile modulus,property,high,,,,exact value only
1460,high tensile modulus and density,density iso 1183 (kg/mÂ³),property,high,,,,exact value only
1465,tensile modulus 200 also consider a 20% range,tensile modulus,property,200.0,160.0,240.0,,banded (value +/- band)
1466,tensile modulus 200 with a 20% range,tensile modulus,property,200.0,160.0,240.0,,banded (value +/- band)
1497,fr v0 3.2mm,flame rating,ul_sub_property,v-0,,,,exact value only
1497,fr v0 3.2mm,minimum thickness (mm),ul_property,3.2,,,mm,exact value only
1527,tm of 1600mpa,tensile modulus,property,1600.0,1440.0,1760.0,mpa,banded (value +/- band)
1528,tm -1600mpa,tensile modulus,property,1600.0,1440.0,1760.0,mpa,banded (value +/- band)
1529,1600mpa tm,tensile modulus,property,1600.0,1440.0,1760.0,mpa,banded (value +/- band)
1530,tm of 300Ã‚Â°c,melting temperature iso 11357-1/-3 10Â°c/min (Â°c),property,300.0,270.0,330.0,Â°c,banded (value +/- band)
1531,tm = 300Ã‚Â°c,melting temperature iso 11357-1/-3 10Â°c/min (Â°c),property,300.0,270.0,330.0,Â°c,banded (value +/- band)
1532,300Ã‚Â°c tm,melting temperature iso 11357-1/-3 10Â°c/min (Â°c),property,300.0,270.0,330.0,Â°c,banded (value +/- band)
1533,tm of 300c,melting temperature iso 11357-1/-3 10Â°c/min (Â°c),property,300.0,270.0,330.0,c,banded (value +/- band)
1534,tm = 300c,melting temperature iso 11357-1/-3 10Â°c/min (Â°c),property,300.0,270.0,330.0,c,banded (value +/- band)
1535,300c tm,melting temperature iso 11357-1/-3 10Â°c/min (Â°c),property,300.0,270.0,330.0,c,banded (value +/- band)
1536,tm of 300,melting temperature iso 11357-1/-3 10Â°c/min (Â°c),property,300.0,270.0,330.0,,banded (value +/- band)
1537,tm = 300,melting temperature iso 11357-1/-3 10Â°c/min (Â°c),property,300.0,270.0,330.0,,banded (value +/- band)
1538,300 tm,melting temperature iso 11357-1/-3 10Â°c/min (Â°c),property,300.0,270.0,330.0,,banded (value +/- band)
1542,density of at least 1420 and tensile modulus of range 2700-3000,density iso 1183 (kg/mÂ³),property,,1420.0,,,open lower (>= min)
1542,density of at least 1420 and tensile modulus of range 2700-3000,tensile modulus,property,,2700.0,3000.0,,explicit range
1543,0.3% < mold shrinkage < 0.5%,molding shrinkage,property,,0.3,0.5,%,explicit range
1544,80 - 100 shore a hardness,shore a hardness iso 48-4 / iso 868 15s,property,,80.0,100.0,,explicit range
1545,dimensional stability at range 260c to 280c,dimensional change,ul_property,,260.0,280.0,c,explicit range
1546,glass transition of range > 150 Ã‚Â°c,glass transition temperature iso 11357-1/-3 10Â°c/min (Â°c),property,,150.0,,Â°c,open lower (>= min)
1547,molding shrinkage falls in (0.2 - 0.6%),molding shrinkage,property,,0.2,0.6,%,explicit range
1548,shore d hardness 70 90,shore d hardness iso 48-4 / iso 868 15s,property,,70.0,90.0,,explicit range
1549,"strain at yield lies between 3-5%, strain at break should have range less than 60%",tensile strain at yield iso 527-1/-2 50mm/min (%),property,,3.0,5.0,%,explicit range
1549,"strain at yield lies between 3-5%, strain at break should have range less than 60%",strain at break,property,,,60.0,%,open upper (<= max)
1550,tm extends from 1700mpa to 2500mpa,tensile modulus,property,,1700.0,2500.0,mpa,explicit range
1551,"tensile creep modulus, 1000h  lies in 1450 mpa -2000mpa",tensile creep modulus iso 899-1 1000h (mpa),property,,1450.0,2000.0,mpa,explicit range
1552,"1450 mpa tnsile creep modulus, 1000h",tensile creep modulus iso 899-1 1000h (mpa),property,1450.0,1305.0,1595.0,mpa,banded (value +/- band)
1553,flexural modulus of minimum 14000 and maximum 15000,flexural modulus,property,,14000.0,15000.0,,explicit range
1554,heat deflection temperature in the range of 200 to 270,temperature of deflection under load,property,,200.0,270.0,,explicit range
1555,"electrical strength 15-30, v0",electric strength iec 60243-1 (kv/mm),property,,15.0,30.0,,explicit range
